Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
15000,36 Months,10.0,RENT,75127.0,Debt Consolidation,NY,14.62,None,34723.34444,720.0,0.0,0,8.0,None,14173.0,78.7,16.0,182,None,Creditworthy
19000,60 Months,4.0,RENT,70000.0,Debt Consolidation,MO,27.46,None,37286.318060000005,680.0,2.0,39,16.0,None,18890.0,70.7,36.0,79,None,Creditworthy
13000,36 Months,5.0,MORTGAGE,53500.0,Credit Card,TX,22.36,None,31619.36806,755.0,2.0,0,15.0,None,20593.0,25.5,37.0,120,None,Uncreditworthy
7000,60 Months,2.0,OWN,36000.0,Debt Consolidation,CA,8.2,None,39081.33264,710.0,0.0,0,8.0,None,9498.0,50.0,13.0,185,None,Uncreditworthy
16250,36 Months,3.0,MORTGAGE,77940.0,Major Purchase,GA,11.45,None,36460.28125,730.0,0.0,68,5.0,None,5822.0,37.6,22.0,421,None,Creditworthy
15000,36 Months,7.0,MORTGAGE,73200.0,Debt Consolidation,CA,1.66,None,36555.507639999996,690.0,2.0,0,9.0,None,17109.0,81.5,12.0,340,None,Creditworthy
10000,36 Months,4.0,MORTGAGE,100000.0,Debt Consolidation,NY,24.34,One,30000.0,690.0,1.0,15,8.0,None,46268.0,92.9,21.0,34,None,Uncreditworthy
18000,36 Months,7.0,MORTGAGE,130000.0,Debt Consolidation,FL,13.64,None,36797.340280000004,675.0,1.0,78,24.0,None,21578.0,44.3,43.0,0,None,Creditworthy
4000,36 Months,4.0,OWN,100000.0,Vacation,CA,6.39,None,35428.048610000005,790.0,1.0,0,10.0,None,208.0,0.3,37.0,0,None,Creditworthy
6000,36 Months,0.5,MORTGAGE,62000.0,Home Improvement,WA,19.43,None,35986.263889999995,680.0,2.0,0,6.0,One,4736.0,69.6,33.0,208,One,Creditworthy
20250,60 Months,7.0,MORTGAGE,42000.0,Debt Consolidation,AL,19.77,None,33904.39097,705.0,1.0,0,14.0,None,13300.0,60.9,25.0,0,None,Creditworthy
8000,60 Months,4.0,RENT,65000.0,Debt Consolidation,NJ,10.38,None,39334.425,660.0,0.0,0,5.0,None,6505.0,83.4,7.0,0,None,Creditworthy
10000,36 Months,10.0,RENT,41300.0,Debt Consolidation,VA,13.8,None,36147.51181,685.0,0.0,79,9.0,One,14246.0,74.2,16.0,761,One,Creditworthy
1000,36 Months,0.5,RENT,10000.0,Small Business,MA,1.2,One,37957.30069,665.0,0.0,17,3.0,None,437.0,9.7,6.0,123,None,Creditworthy
11000,36 Months,1.0,RENT,46992.0,Debt Consolidation,WV,10.39,None,37876.10625,720.0,3.0,0,8.0,None,10735.0,34.5,12.0,841,None,Creditworthy
5000,36 Months,5.0,RENT,63500.0,Wedding,GA,22.37,None,37337.33333,725.0,1.0,46,11.0,None,3649.0,28.5,20.0,33,None,Creditworthy
7500,36 Months,0.0,OWN,24000.0,Debt Consolidation,PA,13.5,None,38173.454860000005,720.0,1.0,0,9.0,None,7588.0,30.5,15.0,228,None,Creditworthy
35000,60 Months,0.5,MORTGAGE,95000.0,Home Improvement,OH,16.52,None,34261.49375,705.0,2.0,33,8.0,None,561.0,2.6,37.0,539,None,Creditworthy
12000,36 Months,10.0,RENT,35000.0,Debt Consolidation,CT,13.37,None,35166.12708,710.0,0.0,0,5.0,None,11826.0,85.7,20.0,0,None,Creditworthy
16000,36 Months,2.0,OWN,80000.0,Debt Consolidation,NY,13.47,None,37125.12917,700.0,3.0,0,8.0,None,14958.0,46.7,22.0,298,None,Creditworthy
5000,36 Months,10.0,RENT,60000.0,Debt Consolidation,CA,16.26,None,32306.483330000003,670.0,0.0,40,4.0,None,2276.0,73.4,38.0,222,None,Creditworthy
3200,36 Months,10.0,MORTGAGE,77000.0,Home Improvement,MA,4.91,One,37150.50139,710.0,0.0,8,8.0,One,262.0,7.1,10.0,117,One,Uncreditworthy
13475,36 Months,9.0,RENT,39481.0,Credit Card,OH,18.08,None,36436.190969999996,675.0,1.0,0,4.0,One,18688.0,92.1,6.0,816,One,Creditworthy
13000,36 Months,6.0,RENT,60000.0,Debt Consolidation,CA,9.84,None,35970.33264,675.0,0.0,69,12.0,None,11687.0,64.6,21.0,318,None,Creditworthy
17000,60 Months,8.0,MORTGAGE,57000.0,Small Business,CO,18.95,None,36979.13542,705.0,2.0,0,6.0,None,22393.0,81.4,24.0,1000,None,Uncreditworthy
7575,60 Months,2.0,RENT,63996.0,Car,UT,10.39,None,36011.257639999996,755.0,2.0,0,5.0,None,35754.0,65.6,14.0,129,None,Creditworthy
15375,36 Months,10.0,RENT,57000.0,Debt Consolidation,IL,16.04,None,36473.27847,670.0,0.0,0,10.0,None,14107.0,79.3,35.0,0,None,Creditworthy
6500,36 Months,6.0,RENT,35000.0,Debt Consolidation,FL,7.06,None,37290.45556,730.0,0.0,0,13.0,None,7504.0,54.8,34.0,331,None,Creditworthy
7000,36 Months,5.0,RENT,90000.0,Debt Consolidation,NY,24.76,None,31757.2875,685.0,1.0,24,10.0,None,26241.0,57.4,39.0,0,None,Creditworthy
16000,36 Months,8.0,MORTGAGE,62500.0,Credit Card,PA,16.36,None,33557.26944,745.0,2.0,0,12.0,None,50000.0,50.3,35.0,0,None,Creditworthy
35000,60 Months,10.0,MORTGAGE,105000.0,Debt Consolidation,WA,5.07,None,36197.304860000004,670.0,2.0,32,12.0,None,5708.0,43.2,35.0,237,None,Creditworthy
9750,36 Months,2.0,MORTGAGE,50000.0,Debt Consolidation,NY,20.76,Two,33616.45764,710.0,1.0,15,6.0,None,5893.0,40.4,30.0,0,None,Uncreditworthy
4000,36 Months,4.0,MORTGAGE,37000.0,Debt Consolidation,MA,9.21,None,32735.252780000003,770.0,0.0,0,2.0,None,3344.0,15.9,8.0,226,None,Creditworthy
20000,36 Months,4.0,MORTGAGE,62000.0,Wedding,MA,11.52,None,37121.434030000004,685.0,0.0,50,8.0,None,21116.0,66.8,16.0,1000,None,Creditworthy
6400,36 Months,10.0,RENT,60000.0,Small Business,FL,9.68,None,37461.42153,685.0,1.0,0,9.0,None,8867.0,75.1,12.0,62,None,Uncreditworthy
12000,36 Months,3.0,RENT,47000.0,Debt Consolidation,CT,16.98,None,38392.35486,705.0,0.0,0,10.0,None,7489.0,65.1,11.0,78,None,Creditworthy
12000,36 Months,2.0,RENT,45000.0,Debt Consolidation,PA,23.2,None,36288.44722,770.0,0.0,0,4.0,None,3663.0,28.2,17.0,905,None,Uncreditworthy
16800,60 Months,5.0,RENT,74004.0,Debt Consolidation,PA,24.52,One,35765.06181,695.0,0.0,15,12.0,None,15556.0,84.3,38.0,868,None,Uncreditworthy
3500,36 Months,3.0,RENT,45000.0,Debt Consolidation,VA,5.89,One,33450.14306,690.0,0.0,19,10.0,None,4358.0,41.1,26.0,123,None,Uncreditworthy
15000,36 Months,10.0,MORTGAGE,153000.0,Debt Consolidation,VA,9.01,None,34559.10625,720.0,0.0,0,7.0,None,50000.0,90.7,23.0,302,None,Creditworthy
12000,60 Months,6.0,MORTGAGE,135000.0,Vacation,CA,2.25,Four,34977.17847,670.0,0.0,6,3.0,None,262.0,32.7,31.0,0,None,Creditworthy
2500,36 Months,6.0,MORTGAGE,29200.0,Other,OH,2.38,None,34590.46806,750.0,2.0,30,6.0,None,1988.0,13.3,21.0,136,None,Creditworthy
19000,36 Months,2.0,MORTGAGE,80004.0,Debt Consolidation,NY,9.03,None,36538.27639,745.0,1.0,0,6.0,None,19096.0,39.4,17.0,0,None,Creditworthy
2500,36 Months,6.0,MORTGAGE,45000.0,Other,NM,15.15,None,37536.2875,745.0,0.0,0,4.0,None,860.0,7.2,13.0,0,None,Creditworthy
7000,36 Months,5.0,MORTGAGE,42000.0,Debt Consolidation,NY,13.86,None,34453.29097,755.0,0.0,0,7.0,None,0.0,0.0,30.0,111,None,Creditworthy
12000,36 Months,6.0,RENT,70000.0,Credit Card,RI,12.84,None,36153.451389999995,725.0,0.0,0,9.0,None,19324.0,51.9,18.0,116,None,Creditworthy
4700,36 Months,0.5,MORTGAGE,145596.0,Medical,TX,5.36,None,37797.36319,740.0,2.0,0,8.0,None,4026.0,14.5,23.0,793,None,Creditworthy
24000,36 Months,2.0,MORTGAGE,76596.0,Debt Consolidation,PA,8.02,None,38134.4625,715.0,1.0,0,6.0,None,14782.0,67.8,16.0,698,None,Creditworthy
11500,36 Months,7.0,MORTGAGE,40499.0,Debt Consolidation,CO,15.7,None,30260.3875,720.0,0.0,0,14.0,None,19036.0,82.4,35.0,1000,None,Creditworthy
6000,60 Months,7.0,RENT,36500.0,Credit Card,NY,17.42,None,34666.116669999996,695.0,1.0,63,13.0,None,7184.0,42.0,24.0,1000,None,Creditworthy
3500,36 Months,10.0,MORTGAGE,57700.0,Small Business,NV,12.4,None,34311.175,700.0,1.0,0,14.0,None,2104.0,5.2,30.0,0,None,Creditworthy
25000,36 Months,1.0,MORTGAGE,110000.0,Small Business,OH,2.69,None,31975.14375,755.0,3.0,0,9.0,None,11437.0,16.3,34.0,67,None,Creditworthy
12000,36 Months,3.0,RENT,46000.0,Credit Card,MD,21.81,None,39017.088189999995,690.0,0.0,0,9.0,None,13073.0,54.7,14.0,113,None,Creditworthy
4800,36 Months,4.0,RENT,36000.0,Debt Consolidation,MD,5.23,None,39472.21806,690.0,1.0,0,4.0,None,2959.0,54.8,7.0,0,None,Uncreditworthy
21000,60 Months,3.0,RENT,60000.0,Debt Consolidation,CA,6.62,None,33210.42222,735.0,0.0,0,7.0,None,10543.0,79.9,11.0,0,None,Uncreditworthy
7000,36 Months,5.0,OWN,35000.0,Debt Consolidation,CA,22.78,One,36832.133330000004,665.0,2.0,21,19.0,None,7009.0,81.5,27.0,465,None,Creditworthy
8000,36 Months,2.0,RENT,50000.0,Debt Consolidation,IL,8.54,None,37800.48472,700.0,0.0,0,10.0,None,7690.0,65.6,14.0,584,None,Creditworthy
27500,60 Months,6.0,RENT,78000.0,Debt Consolidation,CA,17.23,One,35541.21944,730.0,0.0,11,7.0,None,2152.0,5.5,30.0,232,None,Creditworthy
18000,36 Months,0.5,RENT,52000.0,Debt Consolidation,GA,16.5,One,36545.43125,700.0,1.0,18,18.0,None,10712.0,95.6,62.0,288,None,Creditworthy
6000,36 Months,3.0,RENT,30000.0,Other,NY,14.72,None,38009.51181,755.0,0.0,0,4.0,None,144.0,5.8,6.0,154,None,Creditworthy
10000,36 Months,0.0,RENT,48720.0,Debt Consolidation,NY,16.5,One,35828.33889,700.0,2.0,6,24.0,None,20800.0,29.9,45.0,0,None,Creditworthy
5000,36 Months,0.0,OWN,24468.0,Other,MO,18.24,None,35290.08056,760.0,0.0,0,3.0,None,5423.0,31.3,10.0,0,None,Creditworthy
16000,36 Months,10.0,MORTGAGE,56000.0,Debt Consolidation,NC,25.39,None,36705.08056,680.0,0.0,71,15.0,None,23003.0,63.9,25.0,0,None,Creditworthy
23000,36 Months,5.0,RENT,112000.0,Debt Consolidation,DC,14.96,None,34123.39722,735.0,0.0,0,12.0,None,25274.0,39.5,24.0,1000,None,Creditworthy
6000,36 Months,4.0,MORTGAGE,80000.0,Educationalal,TX,6.75,None,36562.340280000004,765.0,1.0,0,6.0,None,3855.0,16.8,15.0,77,None,Creditworthy
4500,36 Months,4.0,RENT,55000.0,Credit Card,NJ,17.59,None,37869.43125,780.0,0.0,0,15.0,None,148.0,8.7,16.0,345,None,Creditworthy
10000,36 Months,1.0,MORTGAGE,107000.0,Credit Card,VA,15.98,None,34353.37083,775.0,1.0,0,9.0,None,50000.0,38.9,34.0,498,None,Creditworthy
7000,36 Months,0.5,RENT,53000.0,Car,MO,18.72,None,38295.22014,725.0,1.0,0,8.0,None,264.0,4.8,9.0,0,None,Creditworthy
10000,36 Months,3.0,RENT,33600.0,Educationalal,MD,11.04,None,37599.23333,735.0,2.0,0,4.0,None,1297.0,49.9,6.0,0,None,Creditworthy
16000,60 Months,10.0,MORTGAGE,44000.0,Debt Consolidation,GA,15.85,One,37375.30625,665.0,0.0,8,7.0,None,12467.0,82.6,20.0,510,None,Creditworthy
15000,36 Months,10.0,MORTGAGE,69000.0,Debt Consolidation,NY,10.57,None,35038.12986,720.0,0.0,0,11.0,None,32036.0,55.8,35.0,903,None,Creditworthy
15000,60 Months,10.0,MORTGAGE,79200.0,Debt Consolidation,CA,12.32,None,35536.04375,730.0,0.0,0,14.0,None,50000.0,43.1,35.0,0,None,Creditworthy
4000,36 Months,4.0,RENT,21600.0,Debt Consolidation,LA,10.33,None,37514.445830000004,740.0,1.0,0,6.0,None,3737.0,55.8,11.0,91,None,Creditworthy
10000,36 Months,7.0,MORTGAGE,80000.0,Major Purchase,NY,10.86,None,37870.47014,690.0,0.0,0,11.0,One,5380.0,42.4,27.0,205,One,Creditworthy
7000,36 Months,6.0,MORTGAGE,73000.0,Major Purchase,NY,8.17,None,37864.14931,700.0,0.0,0,10.0,One,2804.0,29.8,24.0,0,One,Creditworthy
1600,36 Months,2.0,MORTGAGE,30000.0,Debt Consolidation,VA,1.64,None,30996.24167,700.0,0.0,62,6.0,None,1337.0,30.4,17.0,544,None,Creditworthy
11000,36 Months,10.0,MORTGAGE,79000.0,Other,NY,4.5,None,36942.29167,690.0,0.0,36,5.0,None,1210.0,24.2,11.0,203,None,Creditworthy
7500,36 Months,0.5,RENT,72000.0,Credit Card,CA,16.86,None,37480.40556,695.0,1.0,0,12.0,None,21659.0,49.9,20.0,36,None,Uncreditworthy
8400,36 Months,0.0,MORTGAGE,144000.0,Car,WA,7.96,None,33374.048610000005,750.0,0.0,0,7.0,None,25281.0,44.1,31.0,0,None,Creditworthy
16000,36 Months,3.0,MORTGAGE,200000.0,Major Purchase,MO,8.76,None,36281.20069,700.0,1.0,0,14.0,None,50000.0,26.8,42.0,497,None,Creditworthy
5800,36 Months,2.0,MORTGAGE,40000.0,Other,GA,14.58,None,36984.090280000004,680.0,0.0,0,8.0,None,4112.0,45.2,13.0,0,None,Uncreditworthy
12000,60 Months,10.0,MORTGAGE,72174.0,Debt Consolidation,MA,11.36,None,35267.07292,725.0,0.0,0,4.0,None,26051.0,89.8,20.0,128,None,Creditworthy
25000,36 Months,7.0,MORTGAGE,70000.0,Other,OH,4.92,None,35374.19792,790.0,0.0,0,7.0,None,3114.0,11.3,13.0,884,None,Creditworthy
6500,36 Months,0.5,RENT,55000.0,Debt Consolidation,OR,11.76,One,37130.397919999996,690.0,1.0,5,7.0,None,6565.0,26.6,12.0,136,None,Creditworthy
6600,36 Months,0.5,RENT,33600.0,Debt Consolidation,CA,18.28,None,37888.30764,715.0,2.0,74,11.0,None,6600.0,26.2,16.0,0,None,Creditworthy
7200,36 Months,10.0,MORTGAGE,40000.0,Debt Consolidation,CA,10.92,None,35049.25,685.0,1.0,51,4.0,None,2487.0,60.7,35.0,359,None,Creditworthy
2300,36 Months,0.5,MORTGAGE,72800.0,Credit Card,KY,24.66,None,34500.29097,710.0,3.0,0,5.0,None,5903.0,85.6,28.0,78,None,Creditworthy
12000,36 Months,9.0,MORTGAGE,57600.0,Home Improvement,AK,20.67,One,33658.099310000005,660.0,2.0,14,8.0,None,4600.0,48.9,24.0,0,None,Creditworthy
11000,36 Months,10.0,OWN,200000.0,Other,TX,10.21,None,33127.52014,690.0,0.0,0,7.0,None,50000.0,97.3,32.0,544,None,Creditworthy
19750,60 Months,10.0,MORTGAGE,60000.0,Credit Card,CT,8.8,None,32507.33958,725.0,1.0,80,9.0,None,19464.0,60.4,21.0,55,None,Uncreditworthy
12500,36 Months,6.0,RENT,98850.0,Debt Consolidation,MD,14.07,None,37065.267360000005,730.0,0.0,0,15.0,None,13261.0,19.1,25.0,103,None,Creditworthy
20000,60 Months,0.5,RENT,50000.0,Debt Consolidation,NJ,21.74,None,36623.34097,710.0,1.0,0,11.0,None,17703.0,58.0,20.0,138,None,Uncreditworthy
6000,36 Months,8.0,MORTGAGE,50000.0,Debt Consolidation,TX,23.86,Two,35589.48819,690.0,1.0,12,22.0,None,9359.0,24.6,58.0,116,None,Creditworthy
12000,36 Months,3.0,RENT,40000.0,Debt Consolidation,NY,14.88,None,33666.257639999996,755.0,0.0,0,3.0,None,15280.0,56.2,14.0,30,None,Creditworthy
5000,36 Months,10.0,MORTGAGE,108000.0,Debt Consolidation,NY,6.28,None,34336.13125,755.0,0.0,0,7.0,None,8073.0,31.0,28.0,259,None,Creditworthy
12000,36 Months,10.0,RENT,62000.0,Debt Consolidation,HI,16.16,None,36034.27917,690.0,1.0,0,8.0,None,10114.0,85.7,15.0,0,None,Creditworthy
7000,36 Months,3.0,RENT,39996.0,Major Purchase,PA,8.52,None,36788.36806,705.0,1.0,0,7.0,None,311.0,6.8,7.0,37,None,Creditworthy
5000,36 Months,2.0,RENT,60000.0,Other,IL,14.44,Two,37211.28056,675.0,1.0,4,7.0,None,9156.0,66.8,23.0,102,None,Creditworthy
1800,36 Months,5.0,OWN,27996.0,Debt Consolidation,MN,1.97,None,35618.21458,790.0,0.0,0,6.0,None,1851.0,8.6,22.0,604,None,Creditworthy
2550,36 Months,5.0,OWN,48000.0,Home Improvement,FL,12.65,None,37194.398610000004,680.0,3.0,70,8.0,None,4915.0,44.3,23.0,0,None,Creditworthy
14400,36 Months,8.0,OWN,44700.0,Other,PA,12.59,None,33100.23681,720.0,0.0,0,3.0,None,19887.0,99.4,11.0,645,None,Creditworthy
6000,36 Months,6.0,RENT,60000.0,Debt Consolidation,CT,23.18,None,36515.29236,730.0,0.0,0,11.0,None,22323.0,29.0,21.0,330,None,Creditworthy
21000,60 Months,1.0,MORTGAGE,59750.0,Home Improvement,WI,12.31,None,34017.4,745.0,2.0,0,14.0,None,18513.0,14.2,41.0,0,None,Creditworthy
9000,36 Months,7.0,RENT,50000.0,Debt Consolidation,VA,19.42,None,36113.05833,705.0,3.0,0,7.0,None,4711.0,77.2,44.0,396,None,Creditworthy
10000,36 Months,1.0,MORTGAGE,75000.0,Small Business,AL,26.61,None,36085.09861,760.0,0.0,0,12.0,None,0.0,0.0,38.0,70,None,Creditworthy
13675,36 Months,0.5,OWN,47424.0,Debt Consolidation,FL,10.73,None,38247.37778,685.0,1.0,0,9.0,None,11790.0,44.8,20.0,0,None,Creditworthy
8500,36 Months,2.0,MORTGAGE,42996.0,Debt Consolidation,TX,11.39,One,36175.48889,660.0,2.0,13,11.0,None,6174.0,56.1,25.0,0,None,Creditworthy
13050,36 Months,10.0,RENT,41500.0,Credit Card,NC,10.29,None,37119.18472,670.0,0.0,0,8.0,None,9344.0,92.5,16.0,143,None,Creditworthy
11000,36 Months,2.0,RENT,45504.0,Debt Consolidation,TX,22.68,None,38110.352080000004,695.0,0.0,0,17.0,None,11167.0,48.6,26.0,0,None,Creditworthy
5000,36 Months,10.0,MORTGAGE,45000.0,Debt Consolidation,VA,10.08,None,32437.45278,800.0,1.0,0,14.0,None,566.0,2.0,40.0,261,None,Creditworthy
4200,36 Months,2.0,OWN,125000.0,Debt Consolidation,IL,6.75,None,36415.04167,735.0,1.0,0,15.0,None,10819.0,12.0,59.0,266,None,Creditworthy
5000,36 Months,3.0,MORTGAGE,50000.0,Debt Consolidation,NH,4.51,None,35779.14653,770.0,2.0,0,14.0,None,928.0,2.0,43.0,0,None,Creditworthy
16000,36 Months,10.0,RENT,96000.0,Credit Card,CA,12.1,None,36359.10556,660.0,1.0,0,7.0,None,10540.0,70.7,11.0,621,None,Creditworthy
7500,36 Months,2.0,RENT,35000.0,Debt Consolidation,FL,15.98,None,37450.49514,720.0,1.0,0,6.0,None,8056.0,93.7,25.0,118,None,Creditworthy
8000,36 Months,10.0,RENT,50000.0,Credit Card,VA,13.51,None,35910.382639999996,670.0,0.0,0,7.0,None,22472.0,82.3,17.0,53,None,Creditworthy
6950,36 Months,10.0,MORTGAGE,126803.0,Debt Consolidation,LA,11.16,One,32897.41736,660.0,1.0,14,16.0,None,31081.0,28.3,47.0,358,None,Creditworthy
4000,60 Months,4.0,MORTGAGE,40296.0,Other,MO,6.4,None,38941.13472,685.0,1.0,0,8.0,None,5654.0,60.1,8.0,0,None,Uncreditworthy
5500,36 Months,5.0,RENT,12000.0,Medical,IL,11.7,None,39267.10972,720.0,3.0,0,5.0,None,194.0,1.8,6.0,49,None,Uncreditworthy
5000,36 Months,0.5,RENT,50000.0,Debt Consolidation,NJ,2.5,None,36871.25625,770.0,0.0,0,3.0,None,5108.0,33.6,4.0,533,None,Creditworthy
8000,36 Months,3.0,RENT,80000.0,Debt Consolidation,NY,6.22,One,37020.39653,665.0,0.0,20,7.0,None,9970.0,76.3,24.0,299,None,Creditworthy
3200,36 Months,6.0,MORTGAGE,47000.0,Debt Consolidation,CA,11.0,None,36051.40556,670.0,1.0,0,6.0,None,3371.0,48.2,12.0,320,None,Uncreditworthy
8800,36 Months,0.5,MORTGAGE,119000.0,Debt Consolidation,DC,18.84,None,30961.422919999997,680.0,0.0,54,12.0,None,27168.0,57.0,21.0,131,None,Creditworthy
15000,36 Months,3.0,MORTGAGE,80000.0,Credit Card,FL,22.43,None,37472.23056,705.0,0.0,0,9.0,None,19548.0,87.3,28.0,1000,None,Creditworthy
35000,60 Months,1.0,MORTGAGE,75000.0,Small Business,PA,0.66,None,35470.07847,770.0,2.0,64,4.0,None,1254.0,7.6,15.0,0,None,Creditworthy
8000,36 Months,0.5,RENT,40000.0,Credit Card,NY,23.28,None,36099.22014,670.0,1.0,34,11.0,None,6089.0,49.5,23.0,0,None,Creditworthy
17475,60 Months,10.0,MORTGAGE,44783.42,Other,MN,31.03,None,37398.27708,670.0,2.0,48,9.0,None,18474.0,73.0,26.0,235,None,Creditworthy
4000,36 Months,0.5,RENT,22000.0,Major Purchase,CA,10.53,None,38228.351389999996,715.0,0.0,0,2.0,None,7472.0,74.7,7.0,107,None,Uncreditworthy
3525,36 Months,5.0,MORTGAGE,103000.0,Small Business,MN,10.28,None,35188.325,765.0,0.0,0,9.0,None,6073.0,26.4,16.0,0,None,Creditworthy
2850,36 Months,3.0,RENT,45000.0,Other,NY,2.8,One,33868.142360000005,665.0,0.0,4,5.0,None,2850.0,75.0,19.0,146,None,Creditworthy
2400,36 Months,4.0,RENT,77000.0,Debt Consolidation,OR,7.97,None,39162.42431,740.0,0.0,0,7.0,None,4890.0,12.4,17.0,0,None,Creditworthy
7000,36 Months,4.0,RENT,200000.0,Credit Card,CA,7.57,None,35912.486110000005,660.0,1.0,0,7.0,One,5086.0,57.8,27.0,142,One,Uncreditworthy
15000,36 Months,3.0,RENT,100000.0,Debt Consolidation,VA,14.32,None,35021.08472,675.0,1.0,0,7.0,None,25988.0,98.8,24.0,393,None,Creditworthy
3000,36 Months,1.0,RENT,55000.0,Debt Consolidation,AZ,3.58,None,38866.43889,685.0,1.0,40,6.0,None,203.0,8.2,9.0,0,None,Creditworthy
6700,36 Months,2.0,RENT,42050.0,Debt Consolidation,WA,23.67,None,34832.16111,665.0,1.0,0,8.0,None,10106.0,40.3,12.0,177,None,Creditworthy
20000,36 Months,7.0,RENT,62400.0,Debt Consolidation,CT,18.4,None,30000.0,765.0,0.0,0,6.0,None,33184.0,48.0,16.0,886,None,Creditworthy
12200,36 Months,5.0,OWN,40900.0,Debt Consolidation,FL,15.32,None,36343.52639,700.0,0.0,0,13.0,None,12803.0,51.8,24.0,0,None,Creditworthy
8400,36 Months,0.5,RENT,103064.0,Debt Consolidation,CA,8.91,None,37814.40556,745.0,0.0,0,13.0,None,8301.0,25.6,45.0,324,None,Creditworthy
2000,36 Months,5.0,RENT,24600.0,Moving,OK,17.07,None,38440.38194,695.0,2.0,0,3.0,None,3389.0,84.7,7.0,413,None,Creditworthy
16000,36 Months,0.5,RENT,90000.0,Credit Card,NJ,12.58,None,35899.38403,675.0,0.0,31,21.0,None,22801.0,55.7,43.0,0,None,Creditworthy
17000,60 Months,7.0,RENT,65000.0,Debt Consolidation,CA,23.19,None,34643.26181,670.0,0.0,0,7.0,None,21935.0,74.6,36.0,0,None,Creditworthy
8000,36 Months,5.0,RENT,65000.0,Credit Card,CA,3.64,None,38705.45903,665.0,1.0,0,9.0,None,2976.0,21.6,13.0,0,None,Creditworthy
21000,36 Months,10.0,MORTGAGE,130000.0,Debt Consolidation,IL,8.23,None,30000.0,700.0,2.0,0,16.0,One,11956.0,71.1,42.0,219,One,Creditworthy
4800,36 Months,3.0,RENT,33000.0,Credit Card,GA,20.07,One,38771.1375,685.0,1.0,17,9.0,None,3758.0,57.7,27.0,0,None,Creditworthy
18000,60 Months,2.0,RENT,52000.0,Debt Consolidation,FL,24.51,None,35521.159719999996,695.0,2.0,79,10.0,None,11762.0,67.6,18.0,0,None,Creditworthy
10000,36 Months,3.0,RENT,70000.0,Debt Consolidation,FL,13.64,None,36882.284719999996,665.0,1.0,0,16.0,None,7089.0,41.5,38.0,0,None,Creditworthy
12000,60 Months,5.0,MORTGAGE,59670.0,Small Business,NC,10.74,None,35761.258330000004,685.0,0.0,0,7.0,One,6393.0,78.0,13.0,1000,One,Creditworthy
6000,36 Months,0.5,MORTGAGE,40000.0,Debt Consolidation,SC,11.58,None,36400.47917,760.0,0.0,0,7.0,None,1940.0,12.5,23.0,497,None,Creditworthy
6325,36 Months,1.0,MORTGAGE,50000.0,Other,MO,11.69,One,38605.253469999996,660.0,3.0,15,4.0,None,721.0,36.0,8.0,171,None,Uncreditworthy
15000,36 Months,10.0,MORTGAGE,91000.0,Debt Consolidation,TX,8.68,None,32050.36528,760.0,1.0,0,5.0,None,28481.0,58.1,17.0,284,None,Creditworthy
10000,60 Months,2.0,MORTGAGE,90000.0,Home Improvement,TX,9.63,None,36836.37431,730.0,2.0,0,16.0,None,16011.0,22.2,24.0,337,None,Creditworthy
12000,36 Months,10.0,MORTGAGE,54000.0,Credit Card,CA,9.09,None,36177.45833,710.0,0.0,0,3.0,None,11772.0,63.0,8.0,49,None,Creditworthy
17600,36 Months,3.0,RENT,70000.0,Debt Consolidation,IL,21.05,None,38540.44931,665.0,2.0,0,17.0,None,17596.0,56.9,25.0,620,None,Creditworthy
15000,60 Months,7.0,OWN,62000.0,Debt Consolidation,CA,1.55,None,36709.49375,745.0,1.0,0,4.0,None,2849.0,20.6,17.0,0,None,Uncreditworthy
15000,36 Months,4.0,RENT,55000.0,Other,TX,24.04,None,37530.19792,720.0,3.0,0,9.0,None,5281.0,51.8,29.0,0,None,Creditworthy
8000,36 Months,1.0,RENT,28800.0,Debt Consolidation,FL,15.5,None,38228.16944,685.0,2.0,0,9.0,None,9070.0,58.5,14.0,1,None,Creditworthy
5400,36 Months,0.5,RENT,29120.0,Car,TX,8.9,None,35734.34375,805.0,0.0,0,6.0,None,0.0,0.0,21.0,1000,None,Creditworthy
2800,36 Months,4.0,OWN,54000.0,Debt Consolidation,IL,7.47,None,38494.34097,665.0,2.0,0,7.0,None,3831.0,58.0,8.0,13,None,Creditworthy
10000,36 Months,7.0,MORTGAGE,45000.0,Wedding,TX,1.25,None,37076.27222,805.0,0.0,0,6.0,None,685.0,1.5,9.0,1000,None,Creditworthy
9000,36 Months,4.0,OWN,55000.0,Debt Consolidation,CA,12.41,One,36637.17083,660.0,1.0,10,13.0,None,8590.0,27.4,16.0,1000,None,Creditworthy
10000,36 Months,10.0,MORTGAGE,70000.0,Debt Consolidation,NJ,21.12,None,35855.50625,715.0,2.0,0,10.0,None,35418.0,83.3,38.0,0,None,Creditworthy
18000,36 Months,8.0,RENT,73000.0,Debt Consolidation,CA,10.25,None,36902.40764,700.0,0.0,33,9.0,One,8613.0,40.6,11.0,135,None,Uncreditworthy
